Translated,Collection
Declaration | ~ | dictatorship | ~ | International Relations,MMDH
Dictatorship | ~ | Market Economics | ~ | Poverty | ~ | Democracy,MMDH
Declaration | ~ | dictatorship | ~ | Delacia,MMDH
Democracy | ~ | dictatorship | ~ | plebiscite,MMDH
Armed forces | ~ | coup d'etat | ~ | Government,MMDH
Political party | ~ | campaign,MMDH
Government | ~ | coup d'etat,MMDH
Dictatorship | ~ | Policy,MMDH
Dictatorship | ~ | Exile,MMDH
Dictatorship | ~ | International Relations,MMDH
Dictatorship | ~ | De facto government,MMDH
International Relations | ~ | Armed Forces | ~ | Dictatorship | ~ | Market Economy,MMDH
Dictatorship | ~ | Armed Forces,MMDH
Dictatorship | ~ | International Relations,MMDH
Delacia | ~ | Socialism,MMDH
Dictatorship | ~ | Armed Forces,MMDH
International Relations | ~ | Armed Forces,MMDH
BIBLIOGRAPHIES | ~ | Dictatorship | ~ | Armed Forces,MMDH
Dictatorship | ~ | Armed Forces,MMDH
Armed Forces | ~ | Market economy | ~ | International Relations,MMDH
Politics | ~ | International Relations,MMDH
Dictatorship | ~ | Policy,MMDH
Statute | ~ | Politics,MMDH
Statute | ~ | Politics | ~ | Exile,MMDH
International Solidarity | ~ | Culture,MMDH
International Solidarity | ~ | Culture,MMDH
International Solidarity | ~ | Culture,MMDH
International Solidarity | ~ | Culture,MMDH
International Solidarity | ~ | Culture,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | Executed politician | ~ | Witnesses,MMDH
"Media | ~ | Prats González, Carlos | ~ | Processing",MMDH
"Media | ~ | Research | ~ | Berríos Sagredo, Eugenio",MMDH
Media | ~ | Judicial investigation | ~ | Argentina,MMDH
"Media | ~ | Judicial investigation | ~ | Berrios Sagredo, Eugenio",MMDH
"Media | ~ | Judicial investigation | ~ | Berrios Sagredo, Eugenio",MMDH
"Media | ~ | Berrios Sagredo, Eugenio",MMDH
"Media | ~ | Prats González, Carlos | ~ | Judicial investigation | ~ | Argentina",MMDH
Media | ~ | resource | ~ |,MMDH
Media | ~ | Executed politician | ~ | Process,MMDH
"Media | ~ | Prats González, Carlos | ~ | Judicial investigation",MMDH
Media | ~ | Identification | ~ | Legal Medical Service (Chile),MMDH
"Media | ~ | Prats González, Carlos | ~ | lawlessness",MMDH
"Media | ~ | Prats González, Carlos | ~ | Judicial investigation",MMDH
"Media | ~ | Prats González, Carlos",MMDH
Media | ~ | Judicial investigation | ~ | Argentina | ~ |,MMDH
Media | ~ | Extradiction,MMDH
"Media | ~ | Prats González, Carlos | ~ | Judicial investigation",MMDH
"Media | ~ | Prats González, Carlos | ~ | Processing",MMDH
Media | ~ | Executed politician | ~ | Armed Forces,MMDH
"Media | ~ | Letelier del Solar, Orlando | ~ | Executed politician",MMDH
"Media | ~ | Research | ~ | Prats González, Carlos",MMDH
"Media | ~ | Prats González, Carlos | ~ | Judicial investigation",MMDH
Media | ~ | Political executed,MMDH
"Media | ~ | Processing | ~ | National Intelligence Directorate, National Intelligence Directorate, Dina",MMDH
Media | ~ | Interview | ~ | Family,MMDH
"Media | ~ | Declaration | ~ | Berríos Sagredo, Eugenio",MMDH
Media | ~ | dictatorship,MMDH
Media | ~ | Declaration | ~ | Democracy | ~ | Armed Forces,MMDH
Media | ~ | Processing | ~ | Judicial investigation,MMDH
Media | ~ | Process | ~ | Research,MMDH
Media | ~ | Amnesty,MMDH
Media | ~ | Disagree Disagree,MMDH
Media | ~ | Declaration | ~ | Process | ~ | Democracy | ~ | Human Rights,MMDH
Media | ~ | illegal exhumation,MMDH
Media | ~ | illegal exhumation,MMDH
Media | ~ | Declaration | ~ | Process,MMDH
Media | ~ |,MMDH
Media | ~ | Declaration | ~ | Democracy,MMDH
Media | ~ | Armed Forces | ~ | Reconciliation,MMDH
Media | ~ | Armed Forces | ~ | Declaration,MMDH
Media | ~ | Judicial investigation | ~ | illegal exhumation,MMDH
Media | ~ | Disagreement detainee | ~ | Judicial investigation | ~ | illegal exhumation,MMDH
Media | ~ | processed | ~ | illegal exhumation,MMDH
Media | ~ | Armed Forces | ~ | Processed | ~ |,MMDH
Media | ~ | Democracy | ~ | Armed Forces | ~ | Human Rights,MMDH
Media | ~ | Executed politic,MMDH
Media | ~ | Human Rights | ~ | illegal exhumation | ~ | Armed Forces,MMDH
Media | ~ | Armed Forces | ~ | Declaration,MMDH
Media | ~ | processed | ~ | dictatorship,MMDH
"Media | ~ | Executed politician | ~ | process | ~ | Jiménez Alfaro, Tucapel Francisco",MMDH
Media | ~ | Armed Forces | ~ | Human Rights | ~ | Declaration,MMDH
"Media | ~ | Disagreement detainee | ~ | aldoney vargas, jaime | ~ | processed",MMDH
Media | ~ | Declaration | ~ | Process | ~ | Human Rights,MMDH
"Media | ~ | Independent Democratic Union, UDI (Chile) | ~ | Human Rights",MMDH
"Media | ~ | Independent Democratic Union, UDI (Chile) | ~ | Processes | ~ | Human Rights",MMDH
Media | ~ | Interview | ~ | Human Rights | ~ |,MMDH
"Media | ~ | Independent Democratic Union, UDI (Chile) | ~ | Processes | ~ |",MMDH
Media | ~ | processed | ~ | Armed Forces | ~ | Manager of Human Rights Violation,MMDH
Media | ~ | Declaration | ~ | Democracy | ~ | Human Rights,MMDH
Media | ~ | process | ~ | Argentina | ~ | Interview,MMDH
Media | ~ | Human Rights | ~ | Democracy | ~ | Justice,MMDH
Media | ~ | Justice | ~ | Human Rights | ~ | Judicial Branch,MMDH
"Media | ~ | Argentina | ~ | Process | ~ | Prats González, Carlos | ~ |",MMDH
Media | ~ | Human Rights | ~ | Democracy,MMDH
Media | ~ | Argentina | ~ | dictatorship | ~ |,MMDH
"Media | ~ | Contreras Sepúlveda, Manuel | ~ | National Intelligence Directorate, National Intelligence Directorate, Dina | ~ | France",MMDH
Media | ~ | dictatorship | ~ | Argentina | ~ | France | ~ | Justice,MMDH
Media | ~ | dictatorship | ~ | Intelligence service | ~ | France | ~ |,MMDH
Media | ~ | Justice | ~ | Processing | ~ | Politician Executed,MMDH
Media | ~ | dictatorship | ~ | Argentina | ~ | Disagreement arrested | ~ |,MMDH
"Media | ~ | Judicial investigation | ~ | Prats González, Carlos",MMDH
Media | ~ | Legislative Power | ~ | Democracy,MMDH
Media | ~ | dictatorship | ~ | Argentina | ~ | Confession | ~ | torture | ~ | political executed,MMDH
Media | ~ | National Security Doctrine | ~ | Judicial Procedure,MMDH
Media | ~ | Interview | ~ | Collaborator with repression,MMDH
"Media | ~ | Justice | ~ | Liberation of the detainee | ~ | Revolutionary Left Movement, Mir",MMDH
Media | ~ | Albania operation | ~ | Judicial procedure | ~ | False confrontation,MMDH
Media | ~ | Colonia Dignity | ~ | Destruction of Test,MMDH
Media | ~ | Judicial investigation | ~ | Obstruction of La Justicia | ~ | Information access,MMDH
Media | ~ | Armed Forces | ~ | Information concealment,MMDH
Media | ~ | Armed Forces | ~ |,MMDH
Media | ~ | Armed Forces | ~ | Information concealment,MMDH
Media | ~ | Joint Command | ~ | Armed Forces | ~ | Repression agent,MMDH
Media | ~ | Armed Forces,MMDH
Media | ~ | Armed Forces | ~ |,MMDH
Media | ~ | Human Rights | ~ | Democracy,MMDH
Media | ~ | relatives of missing detainees,MMDH
Media | ~ | process | ~ | kidnapping,MMDH
Media | ~ | Interview | ~ | Armed Forces | ~ | Democracy,MMDH
Media | ~ | process | ~ | kidnapping | ~ |,MMDH
Media | ~ | Interview | ~ | Parliament,MMDH
Media | ~ | Dismissal | ~ | Armed Forces,MMDH
Media | ~ | Armed Forces | ~ | dismissal,MMDH
Media | ~ | Attempt | ~ | Intelligence service | ~ | Argentina,MMDH
Media | ~ | Judicial investigation,MMDH
Media | ~ | Process | ~ | Armed Forces,MMDH
Media | ~ | Judicial investigation | ~ | Disagreement | ~ | clandestine cemetery,MMDH
"Media | ~ | Justice | ~ | Argentina | ~ | Prats González, Carlos",MMDH
Media | ~ | Armed Forces,MMDH
Media | ~ | Political murder | ~ | Judicial investigation,MMDH
Media | ~ | Legislative Power | ~ | Human Rights,MMDH
Media | ~ | Legislative Power | ~ |,MMDH
Media | ~ | Legislative Power,MMDH
Media | ~ | Legislative Power,MMDH
Media | ~ | process | ~ | Judicial investigation | ~ |,MMDH
Media | ~ | Judicial investigation | ~ | Process,MMDH
Media | ~ | Witness | ~ | Judicial investigation | ~ | Process,MMDH
"Media | ~ | Processing | ~ || ~ | National Intelligence Directorate, National Intelligence Directorate, Dina,",MMDH
Media | ~ | process | ~ | Judicial investigation,MMDH
Media | ~ | Judical Research | ~ | Process,MMDH
Media | ~ | process | ~ |,MMDH
Media | ~ | Interview | ~ | Process,MMDH
Media | ~ | process | ~ |,MMDH
Media | ~ | intimidation | ~ | democracy,MMDH
Media | ~ | Processing,MMDH
Media | ~ | Democracy | ~ | Armed Forces,MMDH
Media | ~ | processing | ~ | political murder | ~ | kidnapping,MMDH
Media | ~ | War Council | ~ | Politician Executed,MMDH
Media | ~ | Armed Forces | ~ | Intelligence service,MMDH
Media | ~ | intimidation | ~ |,MMDH
"Media | ~ | Processing | ~ | Judicial investigation | ~ | Berríos Sagredo, Eugenio",MMDH
"Justice | ~ | Judicial Declaration | ~ | Judicial investigation | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Justice | ~ | Human Rights Violation | ~ | Process | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Judicial procedure | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Verdugo Aguirre, Patricia | ~ | Public Letters | ~ | Human Rights",MMDH
Justice | ~ | Judicial procedure | ~ | Affidavit | ~ |,MMDH
Justice | ~ | Judicial procedure | ~ | Process | ~ | Human Rights Violation | ~ | Judicial investigation,MMDH
"temporary suspension|~Pinohet ugarte, Augusto José Ramon Ramon",MMDH
"Media | ~ | Justice | ~ | Process | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
communication media|||||||~||~~~–|||Essemy temporary blast||,MMDH
Media | ~ | Temporary dismissal | ~ |,MMDH
"Media | ~ || ~ | Dismissal | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
Judgment | ~ | Justice | ~ | Prison | ~ | Murder,MMDH
"Media | ~ | Judicial Research | ~ | Disagreement arrested | ~ | Weisfeiler, Boris",MMDH
Media | ~ | Judicial investigation | ~ |,MMDH
"Media | ~ | Detention | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Armed Forces | ~ | Berrios Sagredo, Eugenio",MMDH
Media | ~ | Armed Forces | ~ | illegal arms trade,MMDH
Media | ~ | Armed Forces | ~ | Judicial investigation,MMDH
Media | ~ | Citizen Participation,MMDH
Media | ~ | Human Rights | ~ | Disagree disappeared,MMDH
Media | ~ | Justice | ~ | Process,MMDH
Media | ~ | Judicial Branch | ~ | Justice,MMDH
Media | ~ | Justice | ~ | Process | ~ | Armed Forces,MMDH
Media | ~ | processing | ~ | Justice,MMDH
Media | ~ | Process | ~ | Justice | ~ |,MMDH
Media | ~ | Justice | ~ | Process,MMDH
Media | ~ | Justice | ~ | Process,MMDH
Media | ~ | kidnapping | ~ | Justice | ~ | process | ~ | Judicial investigation,MMDH
Media | ~ | Justice | ~ |,MMDH
"Media | ~ | Judicial procedure | ~ | process | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Process | ~ | Judicial procedure | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Judicial procedure | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Challenge | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Challenge | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Challenge | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
Media | ~ | Disagreed detainee | ~ |,MMDH
Media | ~ | Crime | ~ | Disagree disappeared,MMDH
Media | ~ | Armed Forces | ~ | Disagree Disagree,MMDH
"Media | ~ | Confession | ~ | Political murder | ~ | Prats González, Carlos",MMDH
Media | ~ | Judicial procedure | ~ | Process,MMDH
Media | ~ | process | ~ | Justice | ~ | Judicial procedure,MMDH
Media | ~ | Process | ~ | Creech | ~ | Judicial Procedure,MMDH
"Media | ~ | Judicial Procedure | ~ | Refores | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
Media | ~ | Citizen Participation | ~ | Public opinion | ~ |,MMDH
Media | ~ | lawlessness | ~ | Judicial procedure,MMDH
Media | ~ | Judicial investigation | ~ | Judicial procedure | ~ |,MMDH
Media | ~ | process | ~ | Justice,MMDH
Media | ~ | Human Rights | ~ |,MMDH
Media | ~ | Human Rights | ~ | Armed Forces | ~ | Disagree Disagree,MMDH
Media | ~ | Armed Forces | ~ | Human Rights | ~ | Citizen Participation,MMDH
Media | ~ | Reconciliation | ~ | Human Rights | ~ | Disagree Disagree,MMDH
Media | ~ | Armed Forces | ~ | Human Rights,MMDH
Media | ~ | Human Rights | ~ | Disagree disappeared,MMDH
Media | ~ | Human Rights | ~ | Disagree disappeared,MMDH
Media | ~ | Armed Forces | ~ | Judicial investigation,MMDH
Media | ~ | Human Rights | ~ | Interview,MMDH
Media | ~ | Interview | ~ | Armed Forces | ~ |,MMDH
Media | ~ | dictatorship | ~ | Citizen Participation,MMDH
"Media | ~ | Interview | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
Media | ~ | Judicial investigation,MMDH
Lawless | ~ | Court | ~ | Process,MMDH
Execution | ~ | torture | ~ | War Council,MMDH
Human Rights Violation Research | ~ | Police investigation | ~ |,MMDH
"Kidnappings | ~ | Judicial procedure | ~ | process | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Judicial Procedure | ~ | Process | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"process||Pinochet Ugarte, Augusto Ramon Ramon Ramon",MMDH
Process | ~ | Court | ~ | Human Rights | ~ |,MMDH
"ABSTENT | ~ | Court | ~ | Judicial procedure | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
Armed Forces | ~ | Executed | ~ | Torture,MMDH
"court||||Ponehet ugarte, Augusto José Ramon Ramon",MMDH
draining|~||,MMDH
Armed Forces | ~ | Judicial procedure,MMDH
Human rights,MMDH
Armed Forces | ~ | Human Rights | ~ |,MMDH
Public Declaration | ~ | Armed Forces,MMDH
Armed Forces | ~ | Repression agent,MMDH
Armed forces,MMDH
"Public Declaration | ~ | Armed Forces | ~ | Responsible for Human Rights Violation | ~ | Lakes Ososrio, Joaquín",MMDH
"Judicial Declaration | ~ | Armed Forces | ~ | coup d'et | ~ | Judicial investigation | ~ | Lakes Ososrio, Joaquín",MMDH
"Armed Forces | ~ | Dictatorship | ~ | Lakes Ososrio, Joaquín",MMDH
"Judicial Declaration | ~ | Armed Forces | ~ | Lakes Ososrio, Joaquín",MMDH
"Media | ~ || ~ | executioner Aguirre, Patricia",MMDH
"Judicial Investigation | ~ | Judicial Declaration | ~ | Lakes Ososrio, Joaquín",MMDH
Judicial declaration | ~ | Armed Forces | ~ | Justice | ~ |,MMDH
Media | ~ | Public declaration | ~ | Judicial investigation | ~ |,MMDH
Reconciliation | ~ | Armed Forces | ~ |,MMDH
Media | ~ | Armed Forces,MMDH
"Media | ~ | Public Declaration | ~ | Concentration Field | ~ | Disappeared arrested | ~ | Lakes Ososrio, Joaquín",MMDH
"Media | ~ | Judicial Declaration | ~ | Judicial investigation | ~ | Armed Forces | ~ | Lakes Ososrio, Joaquín",MMDH
"Declaration | ~ | Right to truth | ~ | Lakes Ososrio, Joaquín",MMDH
Media | ~ | Public declaration | ~ | Justice | ~ | Judicial investigation | ~ |,MMDH
Media | ~ | Declaration | ~ | Repression agent | ~ | Responsible for Human Rights Violation | ~ |,MMDH
Media | ~ | Public Declaration | ~ | Armed Forces | ~ | Process,MMDH
"Verdugo Aguirre, Patricia | ~ | Media | ~ | censorship",MMDH
"Krassnoff, Miguel | ~ | Media",MMDH
"Krassnoff, Miguel | ~ | Media | ~ | Toro, Victor | ~ | Testimony",MMDH
Media | ~ | dictatorship | ~ | Citizen Participation,MMDH
"Krassnoff, Miguel | ~ | Contreras Sepúlveda, Manuel",MMDH
"Relatives of political executed | ~ | executioner Aguirre, Patricia | ~ | Verdugo, Sergio",MMDH
"Relatives of political executed | ~ | executioner Aguirre, Patricia",MMDH
"Relatives of political executed | ~ | executioner Aguirre, Patricia",MMDH
"Verdugo Aguirre, Patricia | ~ | dictatorship | ~ | democracy",MMDH
"Dictatorship | ~ | democracy | ~ | relatives of political executed | ~ | executioner Aguirre, Patricia",MMDH
"Verdugo Aguirre, Patricia | ~ | relatives of political executed",MMDH
"Communication media|~Democracy||Prenoche ugarte, Augusto José Ramon||",MMDH
"Verdugo Aguirre, Patricia | ~ | relatives of political executed",MMDH
"Relatives of political executed | ~ | executioner Aguirre, Patricia | ~ | Hiriart, Lucía | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Verdugo Aguirre, Patricia | ~ | dictatorship | ~ | democracy",MMDH
"Dictatorship | ~ | democracy | ~ | executioner Aguirre, Patricia | ~ | relatives of political executed",MMDH
"Verdugo Aguirre, Patricia | ~ | relatives of political executed | ~ | Pinochet Ugarte, Augusto José Ramón | ~ | Arellano Stark, Sergio",MMDH
"Media | ~ | Verdugo Aguirre, Patricia | ~ | Arellano Stark, Sergio | ~ | relatives of political executed | ~ | Judgment",MMDH
"CERVISE | ~ | Judgment | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Verdugo Aguirre, Patricia | ~ | Pinochet Ugarte, Augusto José Ramón | ~ | relatives of political executed",MMDH
"Pinochet Ugarte, Augusto José Ramón | ~ | Arrest | ~ | Judgment",MMDH
"Pinochet ugarte, Augusto José Ramon|~arresto||||",MMDH
"Communication media|~Pitinochet ugarte, Augusto José Ramon|~ starkar, sergiar, sergiar, patriotic patriot",MMDH
"Communication media|~Pitinoche ugarte, Augusto José Ramon|~ |ure aguirre, patriot||",MMDH
"Pinochet Ugarte, Augusto José Ramón | ~ | Media | ~ | Leigh, Gustavo | ~ | Carvajal, Patricio | ~ | Allende, Salvador",MMDH
"Verdugo Aguirre, Patricia | ~ | relatives of political executed",MMDH
Political executed,MMDH
Political executed,MMDH
Media | ~ | Political executed,MMDH
"Lopostol, ARIOSTO | ~ | Politician executed",MMDH
"Lopostol, ARIOSTO | ~ | Politician executed",MMDH
"Lopostol, ARIOSTO | ~ | Politician executed",MMDH
"Media | ~ | Arellano Stark, Sergio | ~ | Politician Executed",MMDH
Political prison,MMDH
Armed forces,MMDH
"Armed Forces | ~ | Díaz Araneda, Patricio",MMDH
Media | ~ | Political executed,MMDH
Media | ~ | Political prison,MMDH
#VALUE!,MMDH
"Ramírez, Mario | ~ | Politician executed",MMDH
"Ramírez, Mario | ~ | Politician executed",MMDH
"Berguer, Carlos | ~ | Politician executed",MMDH
"Ramírez, Mario | ~ | Politician executed",MMDH
Media | ~ | Political murder,MMDH
Media | ~ | Political murder,MMDH
Political executed,MMDH
Political executed,MMDH
Relatives of political executed,MMDH
"Relatives of political executed | ~ | Arellano Stark, Sergio",MMDH
"Relatives of political executed | ~ | Revolutionary Left Movement, MIR",MMDH
"Relatives of political executed | ~ | Arellano Stark, Sergio",MMDH
"Politician Executed | ~ | Lapostol, Ariosto",MMDH
"Media | ~ | Arellano Stark, Sergio | ~ | Politician Executed",MMDH
"Arellano Stark, Sergio",MMDH
"Arellano Stark, Sergio",MMDH
Media | ~ | Political executed,MMDH
"Arellano Stark, Sergio | ~ | Justice",MMDH
"Pinochet Ugarte, Augusto José Ramón | ~ | Justice | ~ | lawlessness",MMDH
"Pinochet Ugarte, Augusto José Ramón | ~ | Justice | ~ | lawlessness",MMDH
"Justice | ~ | Human Rights Violation Research | ~ | Langer, Carlos | ~ | Guzmán Tapia, Jaime",MMDH
Media | ~ | Political executed,MMDH
Media | ~ | Justice,MMDH
Media | ~ | Justice | ~ | Research,MMDH
Media | ~ | Politician Execut | ~ | Research,MMDH
"Arellalano Stark, Sergio|||pinoche ugarte, Augusto Ramon Ramón",MMDH
"Justice | ~ | Arellano Stark, Sergio | ~ | Montiglio, Victor | ~ | Amnesty",MMDH
"Justice|~Pirnoche ugarte, Augusto Joseph Ramon||",MMDH
"Justice | ~ | Pinochet Ugarte, Augusto José Ramón | ~ | Politician executed",MMDH
"Justice | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | relatives of missing detainees | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Amnesty | ~ | Montiglio, Victor",MMDH
"Justice | ~ | Arellano Stark, Sergio | ~ | Montiglio, Victor | ~ | Amnesty",MMDH
"Arellano Stark, Sergio",MMDH
"Arellano Stark, Sergio",MMDH
Justice | ~ | Finding of bones | ~ | Testimony,MMDH
"Justice | ~ | Arellano Stark, Sergio",MMDH
"Verdugo Aguirre, Patricia | ~ | Arellano Stark, Sergio | ~ | Justice",MMDH
"Communication media|~|||||||||~ gets~~||ilarano Stark, Sergio||pinoche, Augusto Ramon Ramon",MMDH
Justice | ~ | Human Rights | ~ | Democracy,MMDH
Justice | ~ | Media,MMDH
"Judgment | ~ | Human Rights | ~ | Arellano Stark, Sergio",MMDH
"Media | ~ | Human Rights | ~ | Justice | ~ | Arellano Stark, Sergio",MMDH
"JUDGMENT | ~ | amnesty | ~ | Arellano Stark, Sergio | ~ | Moren Brito, Marcelo | ~ | executioner Aguirre, Patricia",MMDH
"Judgment | ~ | Amnesty | ~ | Arellano Stark, Sergio",MMDH
"Communication media|~ Human Human Rights||They Pinochet, Augusto Joseph Ramon||",MMDH
"Arellano Stark, Sergio | ~ | Executed politician | ~ | Justice",MMDH
"JUDGMENT | ~ | Arellano Stark, Sergio",MMDH
Detention enclosure,MMDH
"Military Justice | ~ | Arellano Stark, Sergio | ~ | Exile",MMDH
"Media | ~ | Judicial investigation | ~ | Obstruction of Justice | ~ | Access to information | ~ | Kissinger, Henry | ~ | Horman, Charles",MMDH
"Media | ~ | Judicial investigation | ~ | Obstruction of Justice | ~ | Access to information | ~ | Kissinger, Henry | ~ | Horman, Charles",MMDH
Media | ~ | Research | ~ | Justice,MMDH
Media | ~ | Research | ~ | Justice,MMDH
Media | ~ | Research,MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Kissinger, Henry",MMDH
Media | ~ | Research,MMDH
"Secuestro | ~ | Kissinger, Henry | ~ | Schcomé, René",MMDH
"Secuestro | ~ | Kissinger, Henry | ~ | Schcomé, René",MMDH
"Kidnapping | ~ | Disagreement detainee | ~ | Poblete, José | ~ | Justice",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Kissinger, Henry",MMDH
Media | ~ | Research,MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Kissinger, Henry",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Kissinger, Henry",MMDH
"Media | ~ | Kissinger, Henry",MMDH
"Communicación Mediums | ~ | KAPPES, Stephen",MMDH
"Media | ~ | Bush, George",MMDH
Media | ~ | foreign intervention,MMDH
"Media | ~ | Hayden, Michael | ~ | Bush, George",MMDH
"Media | ~ | Schneider, René | ~ | Kissinger, Henry",MMDH
"Insulza, José Miguel | ~ | Research",MMDH
"Media | ~ | censorship | ~ | Allende Gossens, Salvador | ~ | Union",MMDH
"Kornbluh, Peter | ~ | Allende Gossens, Salvador | ~ | Letelier del Solar, Orlando",MMDH
"Communicación Mediums | ~ | Nixon, Richard",MMDH
"Media | ~ | Allende Gossens, Salvador",MMDH
"Media | ~ | Kissinger, Henry",MMDH
"Kissinger, Henry",MMDH
"Status coup | ~ | Kissinger, Henry",MMDH
"Media | ~ | coup d'etat | ~ | Powell, Colin",MMDH
"Verdugo Aguirre, Patricia|~|Nixon, Richard|~|Kissinger, Henry",MMDH
"Media | ~ | Allende Gossens, Salvador | ~ | Schneider, René",MMDH
"Media | ~ | Research | ~ | Allende Gossens, Salvador | ~ | Clinton, Bill",MMDH
"Media | ~ | Kissinger, Henry",MMDH
"Prats González, Carlos | ~ | Letelier del Solar, Orlando | ~ | Media | ~ | Research",MMDH
"Media | ~ | National Intelligence Directorate, Dina",MMDH
"Kissinger, Henry",MMDH
"Media | ~ | Human Rights | ~ | Kissinger, Henry",MMDH
"Media | ~ | Research | ~ | Kissinger, Henry | ~ | Contreras Sepúlveda, Manuel",MMDH
"Media | ~ | Horman, Charles",MMDH
"Media | ~ | Kissinger, Henry",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Contreras Sepúlveda, Manuel | ~ | Letelier del Solar, Orlando | ~ | Aylwin, Patricio | ~ | Corbalán, Álvaro",MMDH
"Media | ~ | Research | ~ | Pinochet Ugarte, Augusto José Ramón | ~ | Garzón, Baltasar",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Allende Gossens, Salvador | ~ | Frei, Eduardo",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Corbalán, Alvaro | ~ | Aylwin, Patricio",MMDH
"Media | ~ | Research | ~ | Aylwin, Patricio | ~ | Corbalán, Alvaro",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Aylwin, Patricio",MMDH
"Media | ~ | Research | ~ | Kissinger, Henry | ~ | Frei, Eduardo | ~ | Nixon, Richard | ~ | Schneider, René | ~ | Allende Gossens, Salvador",MMDH
"Media | ~ | Research | ~ | Pinochet Ugarte, Augusto José Ramón",MMDH
"Media | ~ | Research | ~ | Nixon, Richard | ~ | Prats González, Carlos",MMDH
Media | ~ | Research,MMDH
"Media | ~ | Research | ~ | Pinochet Ugarte, Augusto José Ramón | ~ | Clinton, Bill | ~ | Kissinger, Henry",MMDH
"Media | ~ | Research | ~ | Allende Gossens, Salvador | ~ | Kissinger, Henry | ~ | Helms, Richard",MMDH
"Media | ~ | Research | ~ | Kissinger, Henry | ~ | Edwards, Agustín | ~ | Nixon, Richard",MMDH
Media | ~ | Research,MMDH
